,KOI,TransitNumber,TransitTimeLinear,TTV,eTTV,TransitTime,KOI_System,Planet_Number
571040,KOI-1576.02,108,1465.6442179,-0.0078149,0.0040668,1465.636403,1576,2
571041,KOI-1576.02,109,1478.7284588,-0.0057855,0.005991600000000001,1478.7226733,1576,2
571042,KOI-1576.02,111,1504.8969407,-0.0100096,0.0069006,1504.8869310999999,1576,2
571043,KOI-1576.03,1,79.3627003,-0.017343400000000002,0.0514054,79.3453569,1576,3
571044,KOI-1576.03,3,126.0422915,-0.0016384,0.05304930000000001,126.0406531,1576,3
571045,KOI-1576.03,4,149.3820872,-0.026461000000000002,0.05587,149.3556262,1576,3
571046,KOI-1576.03,5,172.72188280000003,-0.0143188,0.0621836,172.70756400000002,1576,3
571047,KOI-1576.03,6,196.0616785,-0.025094599999999998,0.0646719,196.0365839,1576,3
571048,KOI-1576.03,7,219.4014741,0.084759,0.0796359,219.4862331,1576,3
571049,KOI-1576.03,8,242.74126969999998,0.008684,0.10326120000000001,242.74995369999996,1576,3
571050,KOI-1576.03,9,266.0810654,-0.0289892,0.0756682,266.0520762,1576,3
571051,KOI-1576.03,10,289.420861,0.0034641,0.07760039999999999,289.4243251,1576,3
571052,KOI-1576.03,11,312.7606566,-0.0489946,0.050681699999999996,312.711662,1576,3
571053,KOI-1576.03,12,336.10045230000003,-0.06578969999999999,0.0644347,336.03466260000005,1576,3
571054,KOI-1576.03,13,359.4402479,0.00043710000000000005,0.06365219999999999,359.440685,1576,3
571055,KOI-1576.03,14,382.7800436,0.01581,0.076471,382.7958536,1576,3
571056,KOI-1576.03,15,406.1198392,-0.0233038,0.059202199999999996,406.0965354,1576,3
571057,KOI-1576.03,16,429.4596348,0.2147189,0.082384,429.6743537,1576,3
571058,KOI-1576.03,17,452.79943049999997,-0.11313039999999999,0.058935699999999994,452.6863001,1576,3
571059,KOI-1576.03,18,476.1392261,0.026108299999999997,0.053418499999999994,476.16533439999995,1576,3
571060,KOI-1576.03,20,522.8188174,0.0850848,0.0726382,522.9039022,1576,3
571061,KOI-1576.03,21,546.158613,0.03253,0.052233400000000006,546.1911429999999,1576,3
571062,KOI-1576.03,22,569.4984087,-0.0257245,0.057955999999999994,569.4726842,1576,3
571063,KOI-1576.03,23,592.8382042999999,0.021652200000000003,0.0588686,592.8598564999999,1576,3
571064,KOI-1576.03,24,616.1779999,0.0030521999999999997,0.0531196,616.1810521,1576,3
571065,KOI-1576.03,25,639.5177956,-0.08957439999999998,0.06833610000000001,639.4282212,1576,3
571066,KOI-1576.03,27,686.1973868,-0.011017200000000001,0.053745299999999996,686.1863696,1576,3
571067,KOI-1576.03,28,709.5371825,-0.0054055,0.0451471,709.5317769999999,1576,3
571068,KOI-1576.03,29,732.8769781000001,-0.0176157,0.043357099999999996,732.8593624000001,1576,3
571069,KOI-1576.03,30,756.2167737999999,0.0178636,0.0546009,756.2346374,1576,3
571070,KOI-1576.03,31,779.5565694000001,0.001983,0.0591288,779.5585524,1576,3
571071,KOI-1576.03,32,802.8963650000001,0.0011843,0.045558600000000005,802.8975493,1576,3
571072,KOI-1576.03,33,826.2361607,0.037416399999999995,0.06616210000000002,826.2735771,1576,3
571073,KOI-1576.03,34,849.5759562999999,0.23639090000000001,0.0974031,849.8123471999999,1576,3
571074,KOI-1576.03,35,872.915752,0.0492779,0.07130639999999999,872.9650299,1576,3
571075,KOI-1576.03,36,896.2555476,0.1528951,0.1071221,896.4084427,1576,3
571076,KOI-1576.03,37,919.5953432,-0.012084000000000001,0.053324500000000004,919.5832592,1576,3
571077,KOI-1576.03,39,966.2749345000001,-0.10551079999999999,0.07170789999999999,966.1694237,1576,3
571078,KOI-1576.03,40,989.6147301000001,-0.034538599999999996,0.05935830000000001,989.5801915000001,1576,3
571079,KOI-1576.03,41,1012.9545257999999,0.057911199999999996,0.0546205,1013.012437,1576,3
571080,KOI-1576.03,42,1036.2943214,-0.0901745,0.058808000000000006,1036.2041468999998,1576,3
571081,KOI-1576.03,44,1082.9739127,0.011492299999999999,0.056308699999999996,1082.9854050000001,1576,3
571082,KOI-1576.03,45,1106.3137083,0.0477689,0.0455846,1106.3614771999999,1576,3
571083,KOI-1576.03,46,1129.6535039999999,0.10279010000000001,0.0440364,1129.7562940999999,1576,3
571084,KOI-1576.03,47,1152.9932996,0.13198210000000002,0.0461959,1153.1252817,1576,3
571085,KOI-1576.03,48,1176.3330952,-0.1601345,0.0752764,1176.1729607,1576,3
571086,KOI-1576.03,49,1199.6728909,-0.0187392,0.0426861,1199.6541517,1576,3
571087,KOI-1576.03,51,1246.3524822000002,0.0011285,0.0679683,1246.3536107000002,1576,3
571088,KOI-1576.03,53,1293.0320734000002,0.0761431,0.0743583,1293.1082165000003,1576,3
571089,KOI-1576.03,54,1316.3718691,-0.0274085,0.06256990000000001,1316.3444605999998,1576,3
571090,KOI-1576.03,55,1339.7116647,-0.07493739999999999,0.0462321,1339.6367273,1576,3
571091,KOI-1576.03,56,1363.0514604,-0.0495801,0.0441988,1363.0018803,1576,3
571092,KOI-1576.03,57,1386.391256,0.0544865,0.04517480000000001,1386.4457425,1576,3
571093,KOI-1576.03,58,1409.7310516,-0.1800128,0.20818579999999998,1409.5510388,1576,3
571094,KOI-1576.03,59,1433.0708473,-0.0092149,0.0470789,1433.0616324,1576,3
571095,KOI-1576.03,60,1456.4106429,0.09401389999999998,0.0691664,1456.5046568,1576,3
571096,KOI-1576.03,61,1479.7504385,-0.0563743,0.0570321,1479.6940642,1576,3
571097,KOI-1576.03,62,1503.0902342,0.0642792,0.044386699999999994,1503.1545134,1576,3
